username,factor_rep,verified,followersCount,friendsCount,tweetsCount,listedCount,mediaCount,avg_reply,avg_retweet,like_reply,avg_quote,followers_diff,clase
amychua,7.0,True,39711,754,2940,498,206,5.142857142857143,3.0,48.285714285714285,1.4285714285714286,38957,human
amydyslex,14.0,False,7960,3720,5402,348,1326,0.4285714285714285,0.8571428571428571,0.4285714285714285,0.0,4240,human
amyrlam,14.0,False,1257,975,3986,74,124,0.8571428571428571,0.0,2.4285714285714284,0.0,282,human
amyschumer,23.0,True,4367063,1895,242,11203,231,155.75,70.0,347.75,50.5,4365168,human
an_der_Modau,1.0,False,44,127,27,0,6,0.0,0.0,0.5,0.0,-83,human
anacclarac,6.0,False,291,2,26,0,25,0.0,0.0,13.666666666666666,0.0,289,human
anagcm7,0.0,False,1819,413,88690,9,883,0.0,0.0,0.0,0.0,1406,human
analokmaus,1.0,False,2620,791,7195,35,791,0.0,0.0,2.0,0.0,1829,human
anandatuita,0.0,False,1208,891,75174,4,673,0.0,0.0,0.0,0.0,317,bot
anderssandberg,51.0,False,21174,68,17543,472,1356,2.333333333333333,4.0,19.25,0.4166666666666667,21106,human
andrea_GSEP,11.0,False,536,4794,1756,0,6,0.0,0.0,0.7142857142857143,0.0,-4258,human
andrea_w_lim,1.0,False,563,238,45,9,1,0.0,0.0,0.0,0.0,325,human
andreagibson,17.0,True,42995,1631,5673,415,1423,7.833333333333333,30.666666666666668,245.5,2.0,41364,human
andrelmfarias,10.0,False,69,75,73,0,0,0.25,0.0,0.0,0.0,-6,human
andresenior,38.0,True,1851,985,13213,144,5374,0.25,0.5833333333333334,1.4166666666666667,0.0,866,human
andresoriano,72.0,True,12912,1173,6771,90,2963,0.4285714285714285,0.2857142857142857,7.0,0.0,11739,human
andresvelencoso,3.0,True,136523,355,6368,363,782,0.0,0.3333333333333333,7.0,0.3333333333333333,136168,human
andrew,1.0,False,8345,578,3574,386,266,1.25,0.5,4.5,0.25,7767,human
andrewbiggs,0.0,False,2448153,37,47297,2709,2555,0.0,1.0,4.0,0.0,2448116,human
andrewgwils,13.0,False,21532,571,1369,322,184,0.1428571428571428,0.5714285714285714,8.714285714285714,0.0,20961,human
androme80757104,3.0,False,239,557,4768,1,727,0.0,0.0,0.0,0.0,-318,bot
andy_fitze,172.0,False,92144,61941,6034,938,1425,0.4038461538461538,3.7884615384615374,5.826923076923077,0.1923076923076923,30203,bot
andymstone,10.0,True,33436,1553,8720,275,519,41.5,71.75,250.75,7.75,31883,human
ang_klln,13.0,False,503,463,40675,2,3369,0.1428571428571428,0.0,0.1428571428571428,0.0,40,human
angelcastellani,15.0,False,500,456,48459,5,222,0.2857142857142857,0.0,0.1428571428571428,0.0,44,human
aniediudo,10.0,False,24235,2717,12860,209,1307,0.5,6.5,17.25,0.125,21518,human
anindyamondal01,6.0,False,39,1064,16,0,1,0.25,0.25,0.25,0.0,-1025,human
anirbanrazor,5.0,False,113,408,6028,9,679,0.0,0.5,0.5,0.0,-295,human
anitahasnandani,24.0,True,987227,458,10320,237,916,150.8181818181818,621.7272727272727,1978.4545454545453,26.545454545454547,986769,human
anitaveroe,5.0,False,53,147,15,1,4,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,-94,human
anjitweet,66.0,False,799,3159,200,3,14,0.5686274509803921,0.392156862745098,9.882352941176473,0.0980392156862745,-2360,bot
ankitani,26.0,False,38,122,702,1,5,0.8571428571428571,1.7142857142857142,0.8571428571428571,0.5714285714285714,-84,bot
ankurhandos,28.0,False,7885,807,7665,189,849,1.4615384615384617,10.692307692307692,73.38461538461539,1.5384615384615383,7078,human
anna_khoreva,4.0,False,642,288,231,6,5,1.0,2.6666666666666665,23.666666666666668,0.0,354,human
annamorgan_duke,9.0,False,440,274,3148,0,256,0.2,0.8,2.4,0.0,166,human
annavetticad,13.0,True,118340,922,125926,817,1679,1.2,0.4,4.2,0.2,117418,human
annazecharia,27.0,False,1827,1561,3632,76,164,0.0,0.7,3.9,0.3,266,human
anne54455,16.0,False,31,96,430,0,31,0.0,0.0,0.2857142857142857,0.0,-65,human
annierpalmer,17.0,False,3468,993,6008,124,434,2.1666666666666665,43.833333333333336,287.6666666666667,3.333333333333333,2475,human
annikabrundyn1,2.0,False,353,1486,96,4,8,0.5,0.75,6.75,0.0,-1133,human
annkors2,32.0,False,61,101,78,0,3,0.0909090909090909,0.0,0.5454545454545454,0.0,-40,bot
anonathiest,42.0,False,3,81,464,0,10,0.6923076923076923,0.0,1.6153846153846154,0.0,-78,human
anpadirect,19.0,False,646,64,480,2,29,0.0,1.8,4.0,0.2,582,human
anrah,12.0,False,3072,4980,4420,66,70,0.2,0.1,0.9,0.1,-1908,human
anshulxyz,25.0,False,344,245,671,11,175,0.6363636363636364,0.0909090909090909,1.9090909090909087,0.0,99,human
antferrui,6.0,False,2299,1233,1389,14,32,0.6666666666666666,0.1666666666666666,6.0,0.0,1066,human
anthdamatomusic,26.0,True,1857,713,10240,50,2440,0.5555555555555556,0.1111111111111111,5.222222222222222,0.0,1144,human
anthonyanderson,18.0,True,537836,2690,9359,1683,918,8.75,3.0,32.625,0.75,535146,human
anthonycxuz4,2.0,False,899,350,11917,0,20,0.1428571428571428,1.1428571428571428,5.714285714285714,0.0,549,human
antiborderbooks,122.0,False,4615,1227,2958,17,173,0.5384615384615384,4.038461538461538,10.057692307692308,0.2692307692307692,3388,bot
anton,4.0,False,2812,4998,25850,89,1511,0.5,0.0,1.0,0.0,-2186,human
antonia_mejia_,6.0,True,2605,1319,8300,78,2013,0.2857142857142857,0.1428571428571428,1.7142857142857142,0.0,1286,human
antonidakondra3,0.0,False,10,29,1326,0,0,0.0,0.0,1.0,0.0,-19,bot
anwar_chy,148.0,False,14,25,1089,0,3,0.04,0.06,0.02,0.0,-11,bot
aparajitasaha18,5.0,False,23,174,49,0,4,0.5,0.0,2.25,0.0,-151,human
apmoore94,111.0,False,196,449,207,5,10,0.5384615384615384,0.8461538461538461,2.269230769230769,0.0384615384615384,-253,bot
applywithsanity,8.0,False,136,309,949,0,16,0.5,0.0,0.875,0.0,-173,human
apprenticecto,9.0,False,372,31,342,1,32,0.0,0.1111111111111111,1.1111111111111112,0.0,341,human
approximofnice,42.0,False,974,976,39206,52,3944,0.3333333333333333,1.75,5.75,0.4166666666666667,-2,human
aquito,31.0,False,3475,1280,352,215,41,0.2222222222222222,1.1111111111111112,1.5555555555555556,0.1111111111111111,2195,human
ar0mcintosh,17.0,False,3697,1905,44844,106,2717,0.4545454545454545,1.181818181818182,9.454545454545457,0.0,1792,human
arashamel,17.0,True,5263,1196,588,87,67,1.1666666666666667,7.0,21.5,0.1666666666666666,4067,human
arbaazSkhan,41.0,True,1558260,173,2961,2848,372,25.142857142857142,32.285714285714285,242.8571428571429,2.571428571428572,1558087,human
archiexzzz,6.0,False,15295,825,7148,26,785,1.0,0.0,2.5,0.25,14470,human
arieljanae_,6.0,False,386,708,5042,6,651,4.428571428571429,0.0,25.285714285714285,0.1428571428571428,-322,human
arielleburstein,19.0,False,497,871,409,20,36,0.5,2.333333333333333,5.666666666666667,0.3333333333333333,-374,human
arielmerinos,1.0,False,325,2850,544,4,70,0.0,0.0,0.0,0.0,-2525,human
armacost,2.0,False,145,142,1708,0,271,0.0,0.0,0.0,0.0,3,human
armandmaulana,3.0,True,2391349,499,37669,2243,3516,2.5,5.0,11.5,0.5,2390850,human
armendarez_l,8.0,False,754,725,7170,1,292,0.4285714285714285,0.0,5.428571428571429,0.0,29,human
armgroupinc,70.0,False,202,217,667,2,568,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,-15,human
arnabch01,112.0,False,16729,14390,1246,1537,555,1.0,72.22222222222223,35.22222222222222,0.1111111111111111,2339,human
arrahman,43.0,True,24350657,3,6751,10647,3708,28.09090909090909,129.8181818181818,1904.7272727272727,6.454545454545454,24350654,human
artassignbot,40.0,False,3846,2,34618,180,120,0.0576923076923076,0.5192307692307693,1.3846153846153846,0.0961538461538461,3844,bot
artofmmignola,11.0,True,182261,2278,18912,1953,1128,3.571428571428572,51.71428571428572,721.2857142857143,0.7142857142857143,179983,human
artwiculate,28.0,False,7620,5374,9712,576,1,0.0588235294117647,1.8823529411764703,0.9411764705882352,0.0,2246,human
arxivtimes,6.0,False,13853,2,2127,335,6,0.0,1.0,5.166666666666667,0.0,13851,human
aryangreens,9.0,False,268,656,24,0,24,0.0,0.0,0.6666666666666666,0.0,-388,human
asahoch,13.0,False,419,1355,1193,34,24,0.0,0.0,0.4285714285714285,0.0,-936,human
aschkan,8.0,False,242,1529,43,13,2,0.2,0.2,1.6,0.0,-1287,human
asemota,19.0,True,265662,8503,394759,1192,13964,2.111111111111111,3.333333333333333,22.55555555555556,0.1111111111111111,257159,human
aserrano1001,12.0,False,30552,29538,20553,266,6483,0.6666666666666666,0.6666666666666666,3.0,0.0,1014,bot
ashabhosle,15.0,True,4857172,27,3001,2988,337,444.2857142857143,471.1428571428572,11244.714285714286,71.85714285714286,4857145,human
ashhy_z,5.0,False,35,107,281,0,6,0.125,0.125,1.0,0.0,-72,human
ashila_bhutia,96.0,False,478,579,704,2,128,0.7045454545454546,0.8409090909090909,7.295454545454546,0.1363636363636363,-101,bot
ashish_kotyan,0.0,False,497,734,29,0,5,0.5,0.0,1.0,0.0,-237,human
ashleygjovik,19.0,False,22396,3018,17915,65,2543,1.0,1.3333333333333333,6.0,0.0,19378,human
ashleygraham,8.0,True,321396,207,5190,878,715,22.857142857142858,24.571428571428573,343.0,2.571428571428572,321189,human
ashleyljames,8.0,True,72714,2393,29922,228,4688,2.75,1.0,19.0,0.25,70321,human
ashleyrosefvr,6.0,False,633,558,56098,5,36,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.0,75,human
ashleytisdale,2.0,True,12280233,207,11011,36787,2164,95.16666666666669,528.0,13506.166666666666,166.66666666666666,12280026,human
ashtonislife_,56.0,False,615,1418,6853,5,208,0.0,0.0416666666666666,0.2916666666666667,0.0,-803,bot
ashutoshpatil01,11.0,False,72,1682,1207,3,65,0.0,0.0,0.3636363636363636,0.0,-1610,human
askesislabs,13.0,False,1747,793,548,0,342,0.4285714285714285,0.0,0.7142857142857143,0.0,954,human
asliaydintasbas,9.0,True,780995,1246,24182,1221,899,1.5,2.5,17.0,0.0,779749,human
atamerica,3.0,True,99030,560,67403,422,11493,0.25,0.25,1.0,0.0,98470,human
atandthesoul,9.0,False,104,828,481,0,233,0.125,0.25,1.375,0.0,-724,human
atchutneelam,29.0,False,21118,67166,117857,1085,6876,0.0,0.0384615384615384,0.2115384615384615,0.0,-46048,bot
atira_latrese,2.0,False,187,218,5159,0,64,0.0,0.25,1.75,0.0,-31,human
attorneymicheal,1.0,False,42,517,45,0,3,0.0,0.0,0.0,0.0,-475,human
aubrieono,5.0,False,458,206,163,4,15,0.5,0.375,4.25,0.0,252,human
audurand,10.0,False,1212,351,180,15,10,0.0,2.25,20.0,0.25,861,human
aunzusuk,5.0,False,1,11,141,0,33,0.0,0.0,0.0,0.0,-10,human
ausjon_Eng,9.0,False,129,1349,3129,3,0,0.0,0.0,0.3333333333333333,0.0,-1220,bot
austinomyers,4.0,False,58,345,10,1,0,0.3333333333333333,0.0,3.6666666666666665,0.0,-287,human
austintylerro,7.0,True,34158,1697,16344,105,3538,1.0,1.0,8.4,0.0,32461,human
author_cory,20.0,False,3596,3328,4491,41,273,0.1666666666666666,0.0833333333333333,0.4166666666666667,0.0,268,human
autoarspoetica,177.0,False,44,1,9097,16,0,0.0,0.0,0.0,0.0,43,bot
autodoyle,61.0,False,189,2,66545,20,0,0.0,0.0,0.0,0.0,187,bot
autumn_warlock,13.0,False,217,658,5505,5,324,0.1818181818181818,0.1818181818181818,1.0,0.0,-441,human
avance88,12.0,False,894,2528,12530,7,1716,1.0,0.0,11.375,0.0,-1634,human
avantgoyard001,10.0,False,1895,418,142970,22,1987,0.0,0.0,0.1428571428571428,0.0,1477,human
avdnoord,6.0,False,13096,130,171,257,19,0.25,3.25,14.25,0.0,12966,human
aveda,19.0,True,103553,706,25974,936,3775,0.4,1.0,2.8,0.0,102847,human
averagejoe3432,1.0,False,212,441,4968,6,612,0.0,0.0,0.0,0.0,-229,human
awstinpowers,7.0,False,300,835,3916,0,375,0.3,0.0,0.5,0.0,-535,human
axgqz,9.0,False,714,706,24983,3,187,0.0909090909090909,0.0,1.0,0.0,8,human
axlrose,41.0,True,1349633,0,352,6006,52,859.4166666666666,2447.75,21048.916666666668,345.4166666666667,1349633,human
ayeshazmi,6.0,False,3226,3046,1089,11,148,0.1666666666666666,0.3333333333333333,2.1666666666666665,0.0,180,human
ayoowodunni,20.0,False,6084,4200,15508,96,610,0.9090909090909092,0.8181818181818182,4.090909090909091,0.1818181818181818,1884,human
ayoub_emaazeb,2.0,False,1335,375,45991,7,1717,0.0,0.0,0.6666666666666666,0.0,960,bot
ayyaanscape,7.0,False,1,69,25,0,1,0.5,0.0,0.0,0.0,-68,human
azwah,7.0,False,3142,2881,77594,40,9238,0.4285714285714285,0.0,1.1428571428571428,0.0,261,human
b_panagiota,2.0,False,6,49,84,0,8,0.0,2.2857142857142856,0.4285714285714285,0.0,-43,human
b_woody_mane420,14.0,False,196,936,484,1,78,0.25,0.0,1.0,0.0,-740,human
babybluelex,1.0,False,1936,795,329729,109,23847,0.4285714285714285,0.0,0.1428571428571428,0.0,1141,human
babygirlmonaa,8.0,False,848,815,15387,0,189,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.0,33,human
babynass1,13.0,False,1591,902,30017,7,1389,0.1666666666666666,0.0833333333333333,0.5833333333333334,0.0,689,human
bachehmosbat83,1.0,False,179,985,467,0,87,0.0,0.0,1.0,0.0,-806,human
bahardutt,5.0,True,17474,539,9116,202,496,2.833333333333333,5.833333333333333,15.333333333333334,0.3333333333333333,16935,human
bajozocalo,13.0,False,625,776,12668,35,1132,0.0,0.0,0.125,0.0,-151,human
bakerymastering,23.0,False,159651,65298,842,771,164,0.5714285714285714,1.4285714285714286,4.285714285714286,0.1428571428571428,94353,human
balajiln,44.0,False,15595,940,709,266,58,1.125,3.625,24.375,0.25,14655,human
balletrusse,19.0,True,174696,1126,4741,1367,1140,1.0,4.5,40.0,1.0,173570,human
bandadmoebius,7.0,False,159,409,237,4,22,0.6666666666666666,0.0,0.3333333333333333,0.0,-250,human
bandy_hmrishav,4.0,False,160,714,255,1,24,1.0,0.0,1.0,0.0,-554,human
bantigito,18.0,False,297052,1451,6614,303,176,3.625,8.25,22.0,0.875,295601,human
barbaragancia,2.0,True,531754,4235,60133,1646,1097,5.0,0.0,67.0,0.0,527519,human
barniescoffee,167.0,False,2676,1957,4750,86,1720,0.1176470588235294,0.0588235294117647,1.7058823529411764,0.0,719,bot
baronjimena,0.0,False,2620959,70,20975,2010,2416,1.0,1.0,57.0,0.0,2620889,human
barry_everitt,16.0,False,2714,231,1448,17,89,0.5454545454545454,0.0,3.1818181818181817,0.0909090909090909,2483,human
bassonrichard,10.0,False,80,361,385,0,65,0.0,0.0,0.3333333333333333,0.0,-281,human
batalhao,9.0,False,254,391,595,0,17,0.0,0.0,0.75,0.0,-137,human
bayesimpact,14.0,True,5642,696,1043,222,90,0.1428571428571428,3.857142857142857,6.857142857142857,0.7142857142857143,4946,human
bbalfour,16.0,False,34358,247,4021,1490,139,1.0,0.0,4.090909090909091,0.0,34111,human
bbchealth,18.0,True,2361449,8,39779,10479,8,0.7777777777777778,2.555555555555556,6.555555555555555,0.8888888888888888,2361441,human
bbjkap,22.0,False,1492,765,49572,15,5026,0.2727272727272727,0.0909090909090909,2.909090909090909,0.0,727,human
bbyd__,6.0,False,102,83,12709,1,631,0.2,0.0,0.9,0.1,19,human
bbyouttapocket,13.0,False,1149,443,61483,6,656,0.0,0.0,1.6666666666666667,0.0,706,human
bchesky,6.0,True,497715,142,5085,4379,175,6.0,2.2857142857142856,141.71428571428572,1.1428571428571428,497573,human
bcheungz,16.0,True,16728,989,15994,330,2824,1.125,3.0,14.875,0.125,15739,human
bcloudinterface,10.0,False,1075,1172,933,13,1,0.0,0.5,3.0,0.0,-97,human
bea_dewing,122.0,False,81,809,1721,0,0,0.173076923076923,0.0961538461538461,0.9230769230769232,0.0769230769230769,-728,bot
beardjones,7.0,True,49098,4318,2216,27,188,0.5,0.5,3.5,0.0,44780,human
beatnikprof,5.0,False,1834,2693,60890,65,12600,0.3333333333333333,0.1111111111111111,1.1111111111111112,0.0,-859,human
beatrizzz00,4.0,False,1198,53,138548,12,1566,0.25,0.0,0.25,0.0,1145,human
beautifulnara,2.0,False,135847,976,76700,211,16523,0.0,0.0,1.0,0.0,134871,bot
becca_dale,10.0,False,1490,1768,1154,23,99,0.3333333333333333,0.1666666666666666,4.0,0.0,-278,human
beck_daniel,15.0,False,761,360,8867,24,114,0.5714285714285714,0.1428571428571428,1.7142857142857142,0.0,401,human
beigmatt,92.0,False,67,118,3305,0,43,0.1428571428571428,0.0408163265306122,0.1836734693877551,0.0,-51,bot
being_ade,41.0,False,11083,5927,30593,3,1680,1.0,1.5,5.590909090909091,0.0681818181818181,5156,bot
beladona_mortal,4.0,False,3555,2635,66664,3,2902,0.3333333333333333,0.0,1.0,0.0,920,human
beliebergirl132,33.0,False,19,242,99,0,16,0.119047619047619,0.0714285714285714,0.0476190476190476,0.0,-223,bot
bencannon,23.0,False,473,1455,8343,16,803,0.1818181818181818,0.0909090909090909,0.5454545454545454,0.0,-982,human
benjamin_cook,3.0,True,71398,1351,58574,604,4161,1.0,0.0,7.5,0.0,70047,human
benjaminopowers,8.0,True,3769,4983,3550,107,118,0.375,0.75,1.5,0.125,-1214,human
benjsmith,15.0,False,274,1077,1681,5,233,0.3333333333333333,0.3333333333333333,1.0,0.0,-803,human
benstokes38,11.0,True,1190237,876,1917,1170,139,345.6666666666667,347.3333333333333,4550.5,146.5,1189361,human
benstonelive,15.0,False,1536,896,2725,25,449,0.0,0.0,0.0,0.0,640,human
benwinston,5.0,True,415468,1198,13272,882,1447,65.6,1274.4,9837.8,100.6,414270,human
bercelakcad,4.0,False,66,401,5262,1,55,0.0,0.0,0.0,0.0,-335,human
berger_ca,3.0,False,165,628,152,0,23,0.1428571428571428,0.0,0.7142857142857143,0.0,-463,human
best_in_dumbest,58.0,False,1981,5,17378,57,17360,0.0,0.6730769230769231,2.173076923076923,0.1153846153846153,1976,bot
betangfilsafat,13.0,False,5446,19,467,35,66,0.0,0.0,3.0,0.0,5427,bot
bettagirl2020,2.0,False,1619,1954,8458,1,141,0.0,0.125,0.0,0.0,-335,human
better_lyf,80.0,False,303,306,773,2,361,0.0,0.0769230769230769,0.0769230769230769,0.0,-3,bot
bettershapenow,43.0,False,179,398,852,0,462,0.0769230769230769,0.0,0.0769230769230769,0.0,-219,human
bgregcobb,27.0,False,693,146,3369,11,104,0.0,0.4285714285714285,0.2857142857142857,0.0,547,human
biancaslz,0.0,False,863,185,37336,1,432,0.0,5.0,27.0,0.0,678,human
bianchiwinery,26.0,False,2402,1031,1487,161,244,0.0,0.0,0.4444444444444444,0.0,1371,human
bigheadjosh92,27.0,False,75,383,225711,51,4938,0.0,0.2222222222222222,0.4444444444444444,0.0,-308,human
bigul_siwach,50.0,False,16,216,980,0,24,0.1212121212121212,0.0,0.8787878787878788,0.0,-200,bot
billamartinelli,8.0,False,100,132,54,6,16,0.0,1.0,4.5,0.5,-32,human
billburr,13.0,True,2064946,415,15645,5976,998,34.625,13.75,357.875,1.625,2064531,human
billclerico,16.0,True,7621,1552,5534,270,151,0.3333333333333333,0.1666666666666666,1.3333333333333333,0.0,6069,human
billkellerfox9,20.0,True,3656,960,5482,142,1496,0.8888888888888888,6.666666666666667,17.0,1.3333333333333333,2696,human
billmaher,5.0,True,10989684,36,5410,35807,954,327.8333333333333,217.0,1534.8333333333333,44.5,10989648,human
billmckibben,10.0,True,401782,1434,31220,8682,2252,2.333333333333333,12.88888888888889,61.333333333333336,1.7777777777777777,400348,human
billsvision,14.0,False,1921,2639,43543,46,226,0.0,0.0,1.0,0.0,-718,human
billycaceres_,19.0,False,2982,3130,2372,14,200,0.75,0.875,7.25,0.0,-148,human
biowinonline,1.0,False,1605,5056,1708,4,245,0.0,0.0,1.0,0.0,-3451,human
bitceptron,60.0,False,109,883,652,4,101,0.3461538461538461,0.8076923076923077,4.423076923076923,0.0384615384615384,-774,bot
bitfinex,32.0,True,927099,66,4474,6523,1691,20.1,10.2,38.2,1.1,927033,human
bitking69,18.0,False,659,2432,10722,5,52,0.4285714285714285,0.0,0.5714285714285714,0.0,-1773,human
bitsofsaturn,0.0,False,116152,3,8475,336,8475,1.5961538461538465,61.78846153846154,533.3653846153846,1.6538461538461535,116149,bot
bizcartoons,24.0,False,87158,80566,7366,1646,824,0.1111111111111111,3.0,6.888888888888889,0.3333333333333333,6592,human
bjcolangelo,11.0,True,17018,2769,15066,238,2624,1.6,0.8,15.6,0.0,14249,human
bkatcap,9.0,False,373,264,12908,6,1053,0.9,0.0,0.2,0.0,109,human
blackgirlinmain,22.0,True,30171,2360,310519,497,2949,1.2,7.2,69.5,0.5,27811,human
blackgirlinmain,22.0,True,30178,2360,310519,497,2949,1.4444444444444444,5.444444444444445,31.0,0.1111111111111111,27818,human
blackirishry,9.0,False,392,127,9309,5,1127,0.4,0.0,1.0,0.0,265,human
blackjax_mcmc,37.0,False,888,22,141,11,13,0.6666666666666666,1.4166666666666667,14.583333333333334,0.5,866,human
blacklawpodcast,7.0,False,783,423,2391,15,236,0.0,0.0,0.0,0.5,360,human
blais_louise,21.0,True,10790,1448,7070,103,617,0.3,0.3,3.9,0.1,9342,human
blamlab,20.0,False,6267,209,3147,99,155,0.5,1.3333333333333333,4.666666666666667,0.0,6058,human
bleona,1.0,True,53984,4,331,119,70,0.5,0.0,7.0,0.0,53980,human
bletchleypark,43.0,True,55710,3460,17534,927,3258,1.125,9.875,49.625,1.375,52250,human
blondielfc,149.0,False,558,2581,5020,27,130,0.1739130434782608,0.0869565217391304,0.9347826086956522,0.0,-2023,bot
blrcitytraffic,0.0,True,661712,109,148989,399,7538,0.0,0.0,0.0,0.0,661603,human
bluem___,2.0,False,121,52,427,0,34,0.6666666666666666,0.0,0.3333333333333333,0.0,69,bot
bmore1051,61.0,False,26,350,2905,2,3,0.0833333333333333,0.0416666666666666,1.25,0.0,-324,bot
bnolte50,11.0,False,2419,2488,7326,1,3517,0.1666666666666666,0.1666666666666666,1.8333333333333333,0.1666666666666666,-69,human
bo0z0o,0.0,False,109,186,1716,0,13,0.0,0.1111111111111111,0.0,0.0,-77,human
boazbaraktcs,15.0,False,10971,278,4283,97,454,1.0,0.2,5.5,0.2,10693,human
bobatl,5.0,True,1943855,151,12939,5521,1413,4.2,59.6,998.4,0.6,1943704,human
bobbiehouston,4.0,True,168851,286,13143,0,1568,12.5,15.0,188.0,0.5,168565,human
bobeina,4.0,False,1063,628,92889,4,3422,0.2,0.1,0.7,0.0,435,human
bobotripple,19.0,False,117,473,4104,0,523,0.0909090909090909,0.0,0.8181818181818182,0.0,-356,human
bobsaget,41.0,False,2248994,835,3249,13793,732,39.23076923076923,98.46153846153848,655.4615384615385,47.84615384615385,2248159,human
bobsean86,40.0,False,97,319,2767,1,17,0.1351351351351351,0.054054054054054,0.8918918918918919,0.0,-222,bot
bodegamarinelab,60.0,False,4048,1220,1666,55,444,0.2727272727272727,1.3636363636363635,6.545454545454546,0.2727272727272727,2828,human
bodyboarder22,32.0,False,466,1022,10142,34,840,0.375,0.25,0.75,0.0,-556,human
bogdan_ivanyuk,147.0,False,20,308,47,0,24,0.9230769230769232,0.0,0.6923076923076923,0.0,-288,bot
bomanirani,16.0,True,5486306,210,9137,4596,831,13.75,9.5,163.25,0.5,5486096,human
bonniegrrl,0.0,True,67118,6548,262400,2731,46225,0.4,0.0,1.4,0.0,60570,human
bookingcom,17.0,True,194696,3921,115903,1423,2481,1.375,0.25,0.75,0.0,190775,human
bootsiannakfu73,3.0,False,1161,2066,80227,3,443,0.0,0.0,0.2,0.0,-905,human
borud,17.0,False,906,982,6045,33,150,0.4,0.0,0.8,0.0,-76,human
bot_the_dickens,41.0,False,50,0,18287,12,0,0.0,0.0,0.0,0.0,50,bot
botsandaimeetup,145.0,False,238,400,303,12,45,0.1538461538461538,1.0384615384615383,2.5,0.1538461538461538,-162,bot
boztank,18.0,True,104702,995,182,984,20,11.5,21.83333333333333,153.33333333333334,7.833333333333333,103707,human
bpcohen10,20.0,False,526,1439,2925,58,30,0.0769230769230769,0.0,0.3076923076923077,0.4615384615384615,-913,human
bradleyvoytek,28.0,True,18005,902,2900,786,659,0.7,2.7,26.9,0.4,17103,human
bradloncar,24.0,True,57467,354,69028,1100,5372,2.6153846153846154,2.0,16.384615384615383,0.3846153846153846,57113,human
brandyland10,13.0,False,18,375,2638,0,80,0.75,0.25,2.25,0.0,-357,human
branleyboy,11.0,False,226,1044,14257,1,13,0.0833333333333333,0.0,0.1666666666666666,0.0,-818,human
breathilizer,15.0,False,132,329,7086,8,198,0.25,0.0,0.5,0.0,-197,human
bremen79,32.0,False,4549,337,1464,46,94,1.8333333333333333,2.083333333333333,32.75,0.0,4212,human
brennanodonnell,11.0,False,435,362,1320,25,41,0.1818181818181818,0.1818181818181818,2.8181818181818183,0.0909090909090909,73,human
brent_the_bear,17.0,False,762,682,36585,12,711,0.0,0.0,0.1111111111111111,0.0,80,human
bretteldredge,19.0,True,1275685,922,14531,986,1836,20.88888888888889,33.77777777777778,198.22222222222223,3.7777777777777777,1274763,human
bri_np,17.0,False,387,890,368,22,60,0.3333333333333333,0.0,1.4444444444444444,0.0,-503,human
brianawycoff,10.0,False,916,795,17255,9,1538,0.1111111111111111,0.0,3.4444444444444446,0.0,121,human
brianfriedman,4.0,True,138814,2887,19333,1020,2361,0.0,0.0,0.375,0.0,135927,human
briightttt,27.0,False,122,286,3370,0,354,0.2307692307692307,0.2307692307692307,7.6923076923076925,0.0,-164,human
brittneyalc,20.0,False,304,176,23288,1,83,0.125,0.0,0.625,0.0,128,human
brnzupp,33.0,False,237,988,191,4,4,0.4444444444444444,0.1111111111111111,2.6666666666666665,0.0,-751,human
brodievalentin1,0.0,False,120,166,9,0,0,0.0,0.0,0.0,0.0,-46,bot
brooklynmarie,7.0,True,78763,25265,266971,1029,6617,2.6,8.2,21.2,0.8,53498,human
brooksboron,15.0,False,1908,821,9868,16,351,0.2857142857142857,1.0,3.857142857142857,0.1428571428571428,1087,human
brothersosborne,14.0,True,213762,107,11906,506,1128,11.166666666666666,29.166666666666668,469.5,2.1666666666666665,213655,human
brucepicks,11.0,False,912,531,19739,16,1047,0.5714285714285714,0.0,0.4285714285714285,0.0,381,human
bruciebreferee,13.0,False,462,75,7455,7,1040,0.0,0.0,0.0,0.0,387,human
brunerette,20.0,False,132,248,321,0,68,0.4444444444444444,0.2222222222222222,5.333333333333333,0.0,-116,human
brunismicelli,6.0,False,76,438,3854,0,26,0.0,0.0,0.0,0.0,-362,bot
bruno_nwogu,7.0,False,85257,1728,67662,424,798,0.6666666666666666,0.2222222222222222,9.11111111111111,0.0,83529,human
bruno_simon,6.0,False,47122,378,6154,516,887,1.0,0.5,14.0,0.1666666666666666,46744,human
brunoficodindia,2.0,False,39393,268,7033,147,12,1.0,0.0,0.0,0.0,39125,human
brunofms,7.0,False,367,455,2610,17,51,0.0,0.0,0.0,0.0,-88,human
bryanaholly,0.0,True,145753,2588,2463,360,267,0.5,0.0,3.0,0.0,143165,human
bryanl,18.0,False,35359,1351,34836,824,1526,1.6666666666666667,4.333333333333333,31.33333333333333,0.9166666666666666,34008,human
bryanvezina,20.0,False,252,598,1945,31,334,0.25,0.0,0.5,0.0,-346,human
bscscan,34.0,False,109059,8,138,711,31,92.42857142857144,34.07142857142857,118.5,3.571428571428572,109051,human
