username,factor_rep,verified,followersCount,friendsCount,tweetsCount,listedCount,mediaCount,avg_reply,avg_retweet,like_reply,avg_quote,followers_diff,clase
FamousVegans,2.0,False,403,845,116,5,0,0.0,0.6,0.6,0.0,-442,human
FancyFinancy,24.0,False,6223,6100,60515,359,16255,0.0,0.0,0.1666666666666666,0.0,123,human
FangChengYeh,26.0,False,1465,348,1131,12,121,0.8,3.6,18.6,0.0,1117,human
FarkThatGuy,17.0,False,20,171,1370,0,41,0.0,0.1428571428571428,0.8571428571428571,0.1428571428571428,-151,human
FarmworkerYouth,134.0,False,267,540,3986,16,27,0.0612244897959183,0.1632653061224489,0.1428571428571428,0.0,-273,bot
FasanikLino,5.0,False,15,158,1005,0,6,0.0,0.0,0.0,0.0,-143,bot
FascinatingTech,14.0,False,709,643,335,10,18,0.3,0.0,1.6,0.0,66,human
FastCash_Online,6.0,False,2987,3929,1337,14,0,0.0833333333333333,0.5,0.0833333333333333,0.0,-942,human
FastpacedJobCH,3.0,False,20,207,20,0,11,0.0,0.0,0.0555555555555555,0.0,-187,bot
Fatumaabdulahi,11.0,False,52560,284,65792,124,1203,0.5,0.6666666666666666,4.333333333333333,0.0,52276,human
FayScommPRO,23.0,False,1037,790,12859,243,253,0.0,0.3846153846153846,0.5384615384615384,0.0,247,human
Fedez,1.0,True,2961346,826,10887,1041,2614,257.0,1576.0,17372.0,257.0,2960520,human
Feeds4U,136.0,False,967,36,621890,551,558,0.0,0.0,0.0196078431372549,0.0,931,bot
FeelMoreGooder,9.0,False,10792,8333,15881,157,2519,0.0,0.0,0.625,0.0,2459,human
FeinPrint,8.0,False,40,98,26,0,1,0.2,0.0,0.6,0.2,-58,human
FeliPixels,6.0,False,436,1277,10813,23,376,0.0,0.0,0.0909090909090909,0.0,-841,human
FeliciaTurner8,43.0,False,213,344,69,0,5,0.4210526315789473,0.3157894736842105,3.0,0.0,-131,bot
Fenc3,13.0,False,766,1465,63687,6,19060,0.3,0.0,1.0,0.0,-699,human
FentonLab,3.0,False,154,81,17,2,1,0.0,2.0,4.5,0.0,73,human
FerNerdy,9.0,False,1005,842,23021,9,3149,0.4285714285714285,0.0,0.4285714285714285,0.0,163,human
FerliseNavidad,14.0,False,470,581,7221,0,115,0.4444444444444444,0.0,1.0,0.0,-111,human
FermiPasteladox,0.0,False,355,0,54571,46,54559,0.0,0.0204081632653061,0.0,0.0,355,bot
FerretSpeaks,7.0,False,782,1597,1575,18,124,0.3333333333333333,0.0,1.3333333333333333,0.0,-815,human
Feyyisara,14.0,False,875,803,3302,0,67,0.5454545454545454,1.2727272727272727,7.545454545454546,0.2727272727272727,72,human
FiLA909,26.0,False,590,202,1310,1,198,0.4615384615384615,0.0,1.2307692307692308,0.0,388,human
FiloRosso2,3.0,False,316,834,4244,0,94,1.0,8.0,7.0,0.0,-518,bot
FilosofiaLSD,6.0,False,38,178,715,0,5,0.0,0.0,0.0,0.0,-140,human
FinTechDilu,33.0,False,319,207,547,5,72,0.1,2.7,3.2,0.0,112,human
Finanzen100News,2.0,False,2719,580,2383,88,32,0.0,0.0,0.0,0.0,2139,human
FintechExplorer,4.0,False,1076,4999,76,9,0,0.0,0.0,0.0,0.0,-3923,human
Firebrand101,5.0,False,6278,6837,29402,69,2834,0.125,0.25,0.625,0.0,-559,human
Fit2R,17.0,False,498,617,3034,6,167,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,-119,human
FlexiSpot,18.0,False,7850,902,2410,11,837,3.5,0.5,5.857142857142857,0.2857142857142857,6948,human
FlipMyDearBoy,8.0,False,840,416,3308,5,421,0.2,0.0,7.4,0.0,424,human
Florazure,1.0,False,11,76,1921,0,1,0.0,0.0,0.0,0.0,-65,bot
FlorianThauvin,0.0,True,1004918,271,1980,692,300,4.0,5.0,183.0,0.0,1004647,human
FoleyArtists,140.0,False,2511,5,2707,64,0,0.0384615384615384,0.3076923076923077,3.173076923076923,0.0961538461538461,2506,bot
FoodieMenuBot,345.0,False,78,3,8303,11,0,0.0,0.0204081632653061,0.0612244897959183,0.0,75,bot
ForeignAffairs,43.0,True,868875,1988,96548,13587,7125,1.2307692307692308,3.769230769230769,9.846153846153848,0.9230769230769232,866887,human
ForeignPolicy,9.0,True,1230386,1045,137082,19829,21497,0.0,2.6666666666666665,8.666666666666666,0.6666666666666666,1229341,human
ForevaMyKing,10.0,False,613,788,28458,2,39,0.375,0.125,0.0,0.0,-175,human
ForksFlash,39.0,False,621,833,12537,33,2993,0.3571428571428571,0.1428571428571428,2.142857142857143,0.0,-212,human
Forksville,2.0,False,476,1837,56982,23,1835,0.0,0.0,1.0,0.0,-1361,human
ForrestGriffin,31.0,True,736385,569,7978,3747,468,2.833333333333333,6.666666666666667,20.5,0.6666666666666666,735816,human
FoxBusiness,17.0,True,854419,389,221612,8044,80298,1.6666666666666667,5.5,10.833333333333334,1.1666666666666667,854030,human
FrancescaSavio9,4.0,False,93,162,27,0,1,1.0,0.0,7.0,0.0,-69,human
Francis54754007,1.0,False,0,68,1,0,0,0.0,0.0,0.0,0.0,-68,bot
Frank_M_Irving,2.0,False,1668,1534,1423,78,89,0.0,0.0,0.0,0.0,134,human
FraunhoferIPMS,36.0,False,1771,653,3046,96,911,0.0,0.75,3.0,0.0,1118,human
Fraunhofer_CESE,25.0,False,226,213,119,13,24,0.1,0.0,1.3,0.0,13,human
FredAnd64213737,1.0,False,2,67,18,0,0,0.0,0.0,0.0,0.0,-65,human
FredRogersInst,38.0,False,25751,341,3348,276,510,0.5454545454545454,2.8181818181818183,32.0,0.6363636363636364,25410,human
FredSwaniker,16.0,True,33225,147,5314,185,265,1.1666666666666667,4.916666666666667,25.0,0.8333333333333334,33078,human
Freebies_Canada,82.0,False,12409,15303,3969,9,1537,0.024390243902439,0.048780487804878,0.0975609756097561,0.024390243902439,-2894,bot
FreedesktopSdk,8.0,False,616,223,249,0,21,0.1428571428571428,1.8571428571428568,9.285714285714286,0.2857142857142857,393,human
FrencHMonTanA,33.0,True,3066834,3452,32658,3251,2416,70.0,591.5833333333334,415.0833333333333,13.0,3063382,human
FrolovYulij,4.0,False,10,33,1329,0,0,0.0,0.0,0.0,0.0,-23,bot
FromCaliToMars,5.0,False,97509,197,575,285,172,4.2,15.2,152.2,0.6,97312,human
FromPhDtoLife,28.0,False,63315,19743,138925,735,5114,0.6,0.1,7.3,0.0,43572,human
Fromnowhereeee,0.0,False,920,390,11270,0,154,0.0,0.0,4.0,0.0,530,human
FuckWolfRiley,91.0,False,27,72,3275,2,15,0.0434782608695652,0.0217391304347826,0.1521739130434782,0.0,-45,bot
Fuckmyjobsuckit,3.0,False,9,109,27,0,9,0.0,0.3333333333333333,0.0,0.0,-100,bot
FullFrontalSamB,26.0,True,609275,375,10206,3934,5478,441.45454545454544,270.54545454545456,4384.545454545455,102.72727272727272,608900,human
FutureLearn,7.0,True,105572,1310,21180,1661,3385,0.3,0.6,2.9,0.1,104262,human
Fvmilyblvk,12.0,False,285,465,2970,5,401,0.0,0.0909090909090909,0.5454545454545454,0.0,-180,human
GBSales,83.0,False,4275,2453,26830,94,2803,1.653061224489796,6.346938775510204,0.8367346938775511,0.0,1822,bot
GDGAllahabad,5.0,False,46,133,263,4,19,0.0,0.0,0.0,0.0,-87,human
GDIROC,108.0,False,438,82,542,36,119,0.1568627450980392,1.431372549019608,6.0,0.7647058823529411,356,bot
GENYOUthNow,13.0,True,5152,1027,9071,115,2239,0.125,1.0,3.0,0.0,4125,human
GLB62,14.0,False,1495,1912,45038,67,696,0.1111111111111111,0.0,0.7777777777777778,0.0,-417,human
GNev2,14.0,True,5408404,1037,19624,10193,1148,175.55555555555554,308.44444444444446,3639.6666666666665,14.11111111111111,5407367,human
GODWILLTOOLS7,17.0,False,133,693,450,0,26,0.0,0.5,0.5,0.25,-560,human
GPLConway,90.0,False,82,123,5819,11,54,0.0,0.0961538461538461,0.0192307692307692,0.0,-41,bot
GREGeREED,15.0,False,121,439,2186,2,98,0.1666666666666666,0.0,1.5,0.0,-318,human
GRiNNP0P,6.0,False,2308,85,188,4,95,0.8333333333333334,0.5,7.833333333333333,0.0,2223,human
GRinvest2,125.0,False,331,558,14430,5,208,0.0,1.2258064516129032,0.3225806451612903,0.0,-227,bot
GSK,16.0,True,241330,717,13475,2295,4411,1.1666666666666667,6.0,21.666666666666668,0.6666666666666666,240613,human
GSarafan,13.0,False,29145,1469,63483,153,8641,0.6363636363636364,0.1818181818181818,5.454545454545454,0.0,27676,human
GTownCupcake,16.0,True,92558,6,18098,1149,4256,0.6363636363636364,0.4545454545454545,1.6363636363636365,0.1818181818181818,92552,human
GUBLERNATION,10.0,True,1905551,244,4728,6842,1419,130.25,729.25,14498.75,101.0,1905307,human
GWiLLzzz,1.0,False,671,4075,7573,17,1496,0.3333333333333333,0.0,0.3333333333333333,0.0,-3404,human
G_Higuain,8.0,True,6441397,223,382,9517,105,341.0,1209.0,6758.0,166.0,6441174,human
Gabrielle_Wise,48.0,False,109,27,5629,2,54,0.0416666666666666,0.0,0.125,0.0,82,bot
GaelForget,11.0,False,511,742,1066,11,109,0.3333333333333333,0.2222222222222222,1.2222222222222223,0.0,-231,human
GaitiHasan,75.0,False,1251,108,1342,0,50,0.5306122448979592,1.1020408163265305,9.775510204081632,0.1020408163265306,1143,bot
GarethBale11,8.0,True,19035370,142,1718,10518,1009,994.1428571428572,4447.571428571428,83141.57142857143,966.0,19035228,human
GargaC,49.0,True,29837,505,43118,103,2662,7.125,19.125,76.875,1.875,29332,human
GarmentEvents,11.0,False,545,919,1249,0,1247,0.0,0.0,0.0,0.0,-374,human
GarrettMcDowell,12.0,False,1195,1451,14251,0,3427,2.857142857142857,3.7142857142857135,21.571428571428573,4.142857142857143,-256,human
GarshytHoel,10.0,False,1637,432,5074,24,648,1.3333333333333333,0.0,8.666666666666666,0.1111111111111111,1205,human
Gartner_inc,9.0,True,432231,39627,33297,11022,11684,0.5,3.0,8.5,0.5,392604,human
GaryMarcus,19.0,False,73846,4976,24077,2136,519,3.8333333333333335,3.1666666666666665,15.833333333333334,0.1666666666666666,68870,human
Gary_Epp,2.0,False,172,607,1610,5,12,0.0,0.0,0.0,0.0,-435,human
GasBuddyGuy,4.0,True,58235,1886,36519,956,3466,1.5,0.0,0.75,0.0,56349,human
GavinPrestonMD,11.0,False,81401,89542,68499,950,29,1.4,6.0,15.8,0.4,-8141,human
GavinRossdale,10.0,True,423273,10872,16146,1695,906,19.8,39.0,348.2,3.6,412401,human
GeekHeadlines,13.0,False,771,2982,545,21,179,0.0,0.125,0.125,0.0,-2211,human
GeekPride5,6.0,False,3281,1002,162311,82,6328,1.2,0.2,4.8,0.0,2279,human
GeezyDaApe,4.0,False,1309,451,45206,8,513,0.4,0.0,0.4,0.0,858,human
GenStanfield,36.0,False,21,16,2398,0,4,0.1351351351351351,0.1081081081081081,1.4324324324324325,0.0,5,bot
GenXresist,15.0,False,2671,3178,3429,0,779,0.2,0.0,0.0,0.0,-507,human
Gennefer,18.0,True,19712,1424,82077,816,9596,1.0,0.0,0.5,0.0,18288,human
Genobaby05,34.0,False,38,134,1164,0,13,0.4,0.0,0.5555555555555556,0.0,-96,bot
GenshinImpact,31.0,True,4489666,10,2315,5230,1709,581.5,15689.5,73701.5,3287.0,4489656,human
GenshinImpact,31.0,True,4489667,10,2315,5230,1709,133.2,1054.6,16139.6,196.0,4489657,human
GeoArmenta,12.0,False,301,365,16662,0,208,0.2222222222222222,0.0,0.5555555555555556,0.0,-64,bot
GeoffHa32323925,3.0,False,0,68,7,0,0,0.5,0.0,2.0,0.0,-68,human
GeoffreyHuntley,13.0,False,46267,1505,556,404,130,1.0,0.6666666666666666,4.666666666666667,0.3333333333333333,44762,human
GeorgePapanikol,33.0,False,2587,448,1570,18,32,0.2,0.0,0.8,0.0,2139,human
GeovannyVicentR,9.0,True,10239,330,14506,61,2939,0.3333333333333333,5.333333333333333,10.0,1.0,9909,human
GeraldDThomas,12.0,False,5107,5658,8272,5,1481,0.2727272727272727,0.0,0.5454545454545454,0.0,-551,human
GeraldKutney,20.0,False,69146,45585,173066,775,7321,6.375,8.75,15.375,1.375,23561,human
GerhardKnecht,32.0,False,12867,11632,1846,67,133,0.5,1.875,3.0,0.25,1235,human
GerresDPM,47.0,False,10153,8026,46139,313,10913,0.0,0.0666666666666666,0.8,0.0,2127,human
GetGymMotivated,21.0,False,4007,4995,126,9,66,0.6511627906976745,13.906976744186046,25.232558139534884,0.0,-988,bot
GetHampshire,108.0,True,6718,297,18959,92,5399,0.0192307692307692,0.0192307692307692,0.1346153846153846,0.0192307692307692,6421,bot
GettySport,340.0,True,892027,12834,18086,1401,14323,0.1923076923076923,8.75,28.53846153846154,1.6538461538461535,879193,bot
GhamGraham,22.0,False,1987,3231,64469,35,5321,0.5555555555555556,0.0,0.4444444444444444,0.0,-1244,human
GhostOfBotPast,27.0,False,13,1,1949,6,0,0.0,0.0,0.1346153846153846,0.0,12,bot
GiaSkova,9.0,False,49038,3620,1929,45,451,0.3333333333333333,0.3333333333333333,3.0,0.0,45418,human
GibbonsChip,11.0,False,2771,2826,1805,17,287,0.0,0.1428571428571428,0.1428571428571428,0.0,-55,human
Gidi43792057,7.0,False,21,484,18,0,1,0.1428571428571428,0.2857142857142857,1.0,0.0,-463,bot
GiftOjeabulu_,4.0,False,21626,1001,11691,191,200,0.1428571428571428,0.4285714285714285,2.142857142857143,0.0,20625,human
GiftedPage,10.0,False,2437,500,1584,73,304,0.4,0.4,2.4,0.2,1937,human
GillsaInt,1.0,False,158853,4972,90218,182,3415,1.5,0.0,16.0,0.0,153881,human
GinMizukiiii,55.0,False,7,21,89,0,44,0.0,0.303030303030303,0.6060606060606061,0.0,-14,bot
Gina_Zappa,23.0,False,158,1458,11805,0,1208,0.0909090909090909,0.0,0.8181818181818182,0.0,-1300,human
GingerBoyter,16.0,False,498,649,24294,4,7290,0.3333333333333333,0.3333333333333333,3.888888888888889,0.3333333333333333,-151,human
GingerSesame,9.0,False,387,481,5544,26,282,0.2857142857142857,0.0,1.0,0.0,-94,human
Ginger_Zee,32.0,True,2282336,2612,121174,2271,12599,2.75,5.5,46.41666666666666,0.4166666666666667,2279724,human
GinoTorretta,5.0,True,9375,1567,12439,128,606,0.2,0.0,3.2,0.0,7808,human
GiorgiaPonsi,1.0,False,369,1039,165,3,1,0.5,4.5,13.5,0.0,-670,human
GitRDoneLarry,15.0,True,669657,2159,76861,2408,4053,2.5,2.5,33.0,0.125,667498,human
GitWishes,99.0,False,70,1,5168,11,3,0.0,0.0196078431372549,0.0588235294117647,0.0,69,bot
GjorJulijana,2.0,False,2821,596,487,32,8,0.4285714285714285,0.0,1.5714285714285714,0.0,2225,human
GkLakon,30.0,False,1,49,65,0,1,0.0,0.0,0.0,0.0,-48,bot
GlassZoie,16.0,False,80,572,2130,1,97,0.1,0.1,1.1,0.0,-492,human
GlassesCait,6.0,False,225,510,44365,0,1517,0.5714285714285714,14.714285714285714,61.142857142857146,0.0,-285,human
GlennLoury,38.0,False,172029,356,1723,1174,557,4.375,10.75,56.125,1.5,171673,human
Gloat_com,169.0,False,7540,7704,1009,93,346,0.0192307692307692,0.0192307692307692,0.3653846153846153,0.0192307692307692,-164,bot
GloriaSteinem,46.0,True,357743,158,920,3870,196,17.0,66.46153846153847,263.2307692307692,7.769230769230769,357585,human
GloriaV681,6.0,False,8046,9502,21770,171,482,0.0,0.0,0.0,0.0,-1456,human
GoOutsideBot,20.0,False,29,0,4034,6,1,0.0,0.0,0.0,0.0,29,bot
Go_IoT,265.0,False,2797,3376,5429,32,2448,0.0192307692307692,0.9807692307692308,0.6153846153846154,0.0,-579,bot
Gollum23,4.0,False,2125,231,2048,21,44,0.0,0.0,0.5,0.0,1894,human
Gones09,19.0,False,108,380,10494,4,733,0.125,0.0,0.125,0.0,-272,human
GoodFactoryGoo,154.0,False,4282,4787,13855,41,469,0.4705882352941176,1.9019607843137247,4.764705882352941,0.1568627450980392,-505,bot
GoodMenProject,5.0,False,174474,137096,233239,3084,13997,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.0,37378,human
GoodishIntent,10.0,False,70571,526,47310,289,7811,0.625,1.0,37.625,0.125,70045,human
GoogleHealth,15.0,True,23727,83,831,203,150,0.8888888888888888,2.333333333333333,9.88888888888889,0.5555555555555556,23644,human
GoogleNoDeceit,30.0,False,2,10,22,0,1,0.0,0.0,0.5,0.0,-8,bot
GoonerHive,9.0,False,3219,799,4636,5,361,0.0,0.0,0.0,0.0,2420,human
GopalaSpeech,14.0,False,665,458,105,0,1,2.142857142857143,0.7142857142857143,23.285714285714285,0.4285714285714285,207,human
GordonGWallace,19.0,False,4000,2636,6271,67,1495,0.5,1.7,8.8,0.1,1364,human
GordonvonBroock,5.0,False,224,18,45,4,1,0.0,0.0,0.0,0.0,206,human
Goretex4L,6.0,False,438,353,24323,2,29,0.0,0.1428571428571428,0.2857142857142857,0.0,85,human
GossipSquirrel,23.0,False,75,141,353,1,20,0.0,0.0,0.7272727272727273,0.0,-66,human
GradySNP,26.0,True,16865,5538,7593,414,2581,17.0,3.333333333333333,25.83333333333333,1.5,11327,human
Grammarly,45.0,True,226383,3670,38516,3048,9450,0.6136363636363636,2.113636363636364,11.113636363636363,0.3636363636363636,222713,bot
Gramsilver1,32.0,False,348,1547,2667,0,77,0.5454545454545454,0.0,1.181818181818182,0.0,-1199,human
GraphicScoreBot,1.0,False,951,1,57248,64,45183,0.0,0.0,0.0,0.0,950,bot
GravidNightmare,2.0,False,110,105,193,0,4,0.5,0.0,0.25,0.0,5,human
GreatestQuotes,25.0,False,4268205,166994,36311,21557,3,19.27272727272728,286.45454545454544,1110.4545454545455,16.363636363636363,4101211,human
GreenSolitaire,25.0,True,15509,3201,8222,473,503,1.5555555555555556,5.666666666666667,53.888888888888886,0.7777777777777778,12308,human
GregProops,3.0,True,151612,4911,54548,2607,7071,0.0,3.25,30.75,0.25,146701,human
GreggDoyelStar,15.0,True,99894,220,142661,2462,4145,4.166666666666667,3.333333333333333,56.333333333333336,1.1666666666666667,99674,human
GreggRimmer,10.0,False,284,165,47,5,9,0.5,0.5,4.666666666666667,0.0,119,human
GreggsOfficial,29.0,True,206731,11664,141871,543,3325,0.1702127659574468,0.1489361702127659,1.9148936170212767,0.0638297872340425,195067,bot
GregorianCT1,25.0,False,3426,3791,6299,35,395,0.0,0.25,0.5,0.125,-365,human
GretaThunberg,16.0,True,4996621,2843,11683,11893,783,654.5,2544.1666666666665,10895.5,217.0,4993778,human
Grey_Books,4.0,False,452,345,67746,24,3344,0.2222222222222222,0.0,1.2222222222222223,0.0,107,human
Griffin_Global1,36.0,False,55,1515,3278,0,312,0.0,0.0,0.0,0.0,-1460,human
GsdKas,10.0,False,2155,2621,4545,365,1021,0.3,0.1,1.6,0.1,-466,human
GuiVSNeves,8.0,False,210,155,167,6,11,0.25,1.25,7.0,0.25,55,human
Guidewire_PandC,154.0,False,4586,860,6895,212,2126,0.0434782608695652,0.5869565217391305,2.5434782608695654,0.0,3726,bot
GuillaumeLample,46.0,False,8453,637,421,152,25,0.4545454545454545,0.3636363636363636,10.090909090909092,0.0909090909090909,7816,human
GuillemBalague,16.0,True,1064595,2824,40580,7270,4469,1.5714285714285714,0.7142857142857143,10.142857142857142,0.1428571428571428,1061771,human
GustavoEstrella,11.0,False,194,528,5322,5,269,0.5,0.0,0.25,0.0,-334,human
GyleeGames,77.0,False,1928,1947,569,4,268,11.5,5.826923076923077,17.865384615384617,0.1153846153846153,-19,bot
HBAdventure,16.0,True,2034,2405,111369,123,3572,0.2857142857142857,0.0,0.4285714285714285,0.0,-371,human
HBSRock,37.0,False,9714,1091,3135,284,331,0.2857142857142857,1.4285714285714286,2.7142857142857144,0.2857142857142857,8623,human
HCLSoftware,22.0,True,40148,11618,6199,79,2591,0.0,0.8571428571428571,0.7142857142857143,0.1428571428571428,28530,human
HHMIJanelia,31.0,False,23437,501,2696,0,499,0.8888888888888888,3.6666666666666665,11.444444444444445,0.4444444444444444,22936,human
HISTORY,5.0,True,2814285,527,64502,10585,12234,8.2,33.4,125.8,1.8,2813758,human
HKane,6.0,True,3715596,234,2918,3442,968,200.3333333333333,311.77777777777777,8366.666666666666,52.44444444444444,3715362,human
HMDatMI,34.0,True,58119,140,901,463,152,10.666666666666666,36.5,111.58333333333331,4.083333333333333,57979,human
HMOKarnataka,4.0,True,14093,47,189,40,3,1.8333333333333333,1.5,1.6666666666666667,0.0,14046,human
HODLWARRIORS,4.0,False,82548,16681,3583,366,623,0.0,0.0,0.5,0.0,65867,human
HOIABC_News,22.0,True,7860,275,40838,142,2129,0.0,0.0,0.2222222222222222,0.0,7585,human
HOPERISEProjec1,1.0,False,47,170,19,0,10,0.0,0.0,0.0,0.0,-123,human
HOTtamaleTRAIN,14.0,True,104671,9766,5479,1443,433,1.125,0.25,3.125,0.0,94905,human
HPxTxN,75.0,False,20,186,764,0,35,0.1136363636363636,0.0,0.2045454545454545,0.0,-166,bot
HQ_IDS_India,123.0,True,241878,15,5112,334,1214,3.7857142857142856,50.0,237.6428571428572,1.5714285714285714,241863,human
HTCNewsletter,3.0,False,984,3568,19014,7,376,0.0,0.0,0.6,0.0,-2584,human
Ha_Rudy1,4.0,False,415,718,19475,8,3256,0.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,-303,human
HabitatTithe,21.0,False,3571,1224,5559,77,300,0.0,0.1111111111111111,0.5555555555555556,0.0,2347,human
HackNYU,29.0,False,289,76,213,2,103,0.125,0.125,2.5,0.25,213,human
HaikuMurakami,44.0,False,100,0,14836,8,1,0.0,0.0,0.0192307692307692,0.0,100,bot
HaikuNewsBot,125.0,False,24,1,14160,5,14,0.0,0.06,0.02,0.0,23,bot
HairDesignerTV,9.0,False,8164,1735,2204,39,180,0.0,0.0,0.5,0.1666666666666666,6429,human
Hairtamer305,25.0,False,22,233,156,0,7,0.0,0.0,0.1818181818181818,0.0,-211,human
HalSparks,11.0,True,130340,2504,125817,2882,7810,1.2857142857142858,7.857142857142857,62.71428571428572,0.0,127836,human
HalaKazim,1.0,True,208285,840,108662,360,5864,2.0,0.0,0.0,0.0,207445,human
HaleySRosa,9.0,False,472,1055,2213,21,134,0.2,0.4,2.4,0.0,-583,human
HalfricanVirgo,11.0,False,77,321,1178,0,191,0.1666666666666666,0.0,0.3333333333333333,0.0,-244,human
HallikiVoolma,20.0,False,335,629,524,8,93,0.2,1.7,8.0,0.3,-294,human
Hamaki,1.0,True,5640528,27,1437,1068,748,25.8,41.0,887.2,21.4,5640501,human
HamidRabieiD,23.0,False,455,3767,83,1,2,0.0,0.0,0.6428571428571429,0.0714285714285714,-3312,bot
HamletReyHorst,10.0,False,236,279,1142,1,76,0.0,0.1666666666666666,0.8333333333333334,0.0,-43,human
HanGuo97,20.0,False,1199,4217,1635,12,10,0.1818181818181818,0.0,2.5454545454545454,0.0,-3018,human
HannahDaley8,12.0,False,840,1043,7320,6,802,0.4166666666666667,1.0833333333333333,16.333333333333332,0.3333333333333333,-203,human
Hannah_enscoe,2.0,False,190,186,1189,0,7,0.0,0.7142857142857143,3.7142857142857135,0.0,4,human
Hansoljang7,1.0,True,464070,154,1309,117,438,2.0,1.0,18.0,0.0,463916,human
HaoyuXiong1,4.0,False,311,1473,253,1,8,0.7142857142857143,0.0,0.7142857142857143,0.0,-1162,human
HappyWoman9,15.0,True,74470,1487,5154,1023,337,32.333333333333336,106.5,1378.3333333333333,13.333333333333334,72983,human
Happy_Jiak,0.0,False,19,283,15,0,0,0.0,0.0,0.0,0.0,-264,human
HarambeePrize,56.0,False,296,679,433,2,184,0.2325581395348837,0.3953488372093023,3.186046511627907,0.1395348837209302,-383,bot
HardcoreHistory,141.0,False,416022,134,14910,2591,97,30.23529411764705,6.588235294117647,152.0196078431373,0.7058823529411765,415888,bot
HardcoreHistory,141.0,False,416034,134,14910,2591,97,6.428571428571429,4.142857142857143,63.142857142857146,0.0,415900,bot
HardcoreHistory,12.0,False,416022,134,14910,2591,97,30.23529411764705,6.588235294117647,152.0196078431373,0.7058823529411765,415888,human
HardcoreHistory,12.0,False,416034,134,14910,2591,97,6.428571428571429,4.142857142857143,63.142857142857146,0.0,415900,human
Harisi_ID,5.0,False,210,396,175,0,8,1.0,0.0,2.0,0.0,-186,human
HaroCatarina,40.0,False,10,33,3081,9,174,0.0,0.0,0.0,0.0,-23,bot
HaroldSinnott,8.0,False,97348,55227,120966,2602,17077,0.25,8.75,11.75,0.25,42121,human
Harrijuan,35.0,False,48,337,1975,2,78,0.1818181818181818,0.0,0.0909090909090909,0.0909090909090909,-289,human
HarryElfont,11.0,True,1172,537,1661,19,263,0.2222222222222222,0.0,2.7777777777777777,0.1111111111111111,635,human
Harry_Stevens,13.0,True,11591,146,6806,319,770,0.625,1.0,4.125,0.125,11445,human
HarvardHealth,33.0,True,2581758,826,14857,11738,11286,3.7142857142857135,83.28571428571429,196.0,7.0,2580932,human
HarvardToday,3.0,False,263,71,4,3,0,0.0,2.0,2.0,0.0,192,bot
HarveyHuangMed,15.0,False,156,227,72,2,10,0.0,0.0,4.333333333333333,0.0,-71,human
Hashvb76,0.0,False,32,756,607,0,37,0.0,0.0,0.0,0.0,-724,human
Haus0fAshley,8.0,False,12540,10289,8730,5,1266,0.4,0.0,1.4,0.0,2251,human
HawkJam12,10.0,False,1902,2108,11907,23,1201,0.1428571428571428,0.0,1.7142857142857142,0.0,-206,human
HazemToutounji,5.0,False,309,884,920,3,64,0.7142857142857143,0.1428571428571428,10.142857142857142,0.0,-575,human
HcavagnaroNews9,10.0,False,1003,649,2553,25,824,0.2222222222222222,0.1111111111111111,1.6666666666666667,0.0,354,human
HealthInfotalk1,16.0,False,2805,4083,5060,14,1911,0.0,0.1111111111111111,0.2222222222222222,0.0,-1278,human
HeatherRaeYoung,10.0,True,164769,127,12235,577,778,3.5,1.3333333333333333,27.33333333333333,0.5,164642,human
HedgeBuddies,18.0,False,10141,7946,112326,82,5182,0.5,0.375,0.875,0.0,2195,human
Hedge_Hawk,99.0,False,45,1020,1157,4,34,0.0,0.048780487804878,0.048780487804878,0.0,-975,bot
HeidarFadavian,1.0,False,135,1138,7,0,0,0.0,0.0,3.0,0.0,-1003,bot
HeinzMarketing,61.0,False,113929,89423,34874,3671,2278,0.0384615384615384,0.3846153846153846,0.3846153846153846,0.0,24506,bot
Heisbayor,8.0,False,83,1087,991,0,28,0.1111111111111111,0.0,0.2222222222222222,0.0,-1004,human
Heitz_,7.0,False,107,367,2591,4,209,0.6666666666666666,0.0,1.6666666666666667,0.0,-260,human
HelixEnterprise,65.0,False,132,694,1502,0,1469,0.0,0.0,0.0,0.0,-562,bot
HellaMarkese,4.0,False,394,17,10075,10,148,0.125,0.0,0.125,0.0,377,human
HelloRonaut,7.0,False,4861,367,130,362,110,0.4444444444444444,0.0,0.1111111111111111,0.1111111111111111,4494,human
HendrikPelk,22.0,False,517,938,4163,66,82,0.0,0.3333333333333333,1.0,0.0,-421,human
Henrywebel,6.0,False,153,453,364,0,5,0.6,0.0,1.2,0.0,-300,human
HerbertRSim,43.0,True,251485,233551,28797,1063,2600,21.11111111111111,106.11111111111111,140.33333333333334,0.2222222222222222,17934,human
HereisSemira,11.0,False,99,212,4894,3,641,0.0,0.1428571428571428,1.0,0.0,-113,human
Hero_Chaos_Chao,4.0,False,209,152,6360,0,361,0.25,0.75,4.0,0.0,57,human
HeronWines,11.0,False,276,302,795,17,1,0.0,0.0,0.2857142857142857,0.0,-26,human
HerschelRothman,7.0,False,6180,619,51221,76,3192,0.25,0.0,4.25,0.0,5561,human
HettyNBCLA,6.0,True,5707,905,6122,193,970,0.8571428571428571,0.5714285714285714,2.2857142857142856,0.2857142857142857,4802,human
