date,content,username,description,display_name,verified,followersCount,friendsCount,tweetsCount,listedCount,mediaCount,language,replyCount,retweetCount,likeCount,quoteCount,sourceUrl,sourceLabel
2022-12-09 19:34:46+00:00,@ZMaalk She spent about a year training with Leia plus she got Luke to return which is pretty significant. But that aside the Skywalker legacy in the universe is much bigger at that point.  The Skywalker name and legend brings hope. It's practically synonymous,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,0,1,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 18:17:24+00:00,"We're casting fo the 10th Doctor. Who's the next audition?  *checks notes* ""David Ten-""  Say no more. It's him. He's the one.",ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,4,75,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 18:07:34+00:00,From Arcadia Bay to Haven we're getting a Steph novel! https://t.co/A3Sz2EdDWN,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,3,5,57,3,http://twitter.com/download/android,Twitter for Android
2022-12-09 18:02:09+00:00,@Miko_Pike You couldn't just leave it alone... You had to keep digging... Asking questions... Applying pressure. Well after 6 years I can't take it anynore you win. I CONFESS. I WANT HER HORN SO FAR I-*gunshot*,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,0,0,0,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 17:54:55+00:00,@thecardsharp2 Can you believe that little boy at the end of Last Jedi picking up his broom like a lightsaber and being hopeful? Sickening. Luke's culture is not your cosplay/j,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,0,13,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 17:47:03+00:00,@BenVigus Like... Nothings more of a loss than spending 50 years trying to bring one of them over to your side to ultimately have them get one of yours on their side kill you and continue THEIR legacy 😭,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,1,17,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 17:41:57+00:00,Even if you didn't like it you've had 3+ years to pick up on the very basic themes they were clearly putting down,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,1,67,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 17:41:57+00:00,"Everytime i see something like this it always just screams ""Tell me you didn't pay attention to the movies without telling me you didn't pay attention to the movies"". twitter.com/ep1amidala/sta…",ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,12,21,278,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 17:37:01+00:00,I read the Wikipedia page for The Godfather and i have to say it's one of the best films of all time. Hardcore movie fans will say I'm crazy.,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,2,9,147,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 17:04:24+00:00,@the_GiannaMarie I would if i were sand 😭,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,0,0,1,0,http://twitter.com/download/android,Twitter for Android
